<<PMCA SPECTRUM>>
TAG - live_data
DESCRIPTION - 
GAIN - 4
THRESHOLD - 50
LIVE_MODE - 0
PRESET_TIME - 3600
LIVE_TIME - 3591.720000
REAL_TIME - 3600.000000
START_TIME - 09/26/2019 09:29:44
SERIAL_NUMBER - 3497
<<DATA>>
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
6
314
1107
1348
1588
1583
1709
1690
1802
1899
1928
2030
2139
2274
2396
2459
2664
2725
2878
3053
3044
3220
3189
3278
3399
3344
3377
3347
3192
3195
3145
2972
2830
2645
2706
2600
2422
2306
2113
2024
1863
1841
1689
1620
1479
1532
1454
1450
1435
1390
1366
1385
1414
1425
1372
1393
1379
1443
1409
1434
1407
1392
1395
1401
1366
1338
1335
1270
1280
1244
1264
1153
1118
1172
1169
1160
1051
1131
1160
1098
1090
1056
1040
1040
1073
1050
1100
1098
1021
1039
1110
1051
1059
1047
1112
1008
1097
1121
1037
1106
1090
1136
1137
1114
1151
1237
1159
1129
1195
1167
1214
1168
1206
1217
1225
1219
1260
1199
1303
1286
1301
1283
1258
1293
1323
1339
1338
1279
1275
1369
1356
1459
1309
1422
1386
1480
1416
1445
1472
1394
1399
1378
1492
1464
1480
1460
1380
1511
1454
1568
1492
1438
1506
1493
1492
1547
1514
1522
1583
1544
1581
1561
1554
1466
1552
1509
1586
1587
1514
1584
1593
1564
1583
1562
1537
1545
1588
1577
1629
1587
1583
1657
1693
1623
1613
1644
1685
1729
1704
1715
1664
1695
1708
1748
1799
1794
1754
1863
1846
1904
1832
1884
1901
1853
1927
1990
2031
1858
1945
2018
1943
1951
2066
2006
1997
2027
2055
57599
2080
2053
2064
2083
2181
2200
2086
2078
2067
2024
2142
2083
2157
2222
2015
2138
2106
2220
2165
2219
2185
2181
2099
2015
2165
2226
2223
2226
2186
2287
2152
2257
2251
2274
2208
2243
2338
2257
2172
2366
2201
2241
2260
2270
2268
2191
2223
2335
2243
2242
2302
2284
2298
2353
2275
2371
2354
2348
2290
2384
2307
2383
2344
2377
2349
2270
2380
2338
2381
2297
2380
2382
2399
2376
2460
2393
2408
2398
2420
2389
2393
2431
2402
2445
2432
2457
2465
2541
2387
2509
2553
2547
2499
2608
2541
2462
2501
2491
2407
2420
2546
2586
2582
2629
2612
2467
2634
2612
2597
2646
2754
2675
2638
2714
2729
2708
2718
2737
2777
2780
2838
2813
2865
2812
2898
2847
2861
2849
2943
2908
2856
2868
2886
2862
2804
2925
2862
2864
2876
2714
2814
2646
2738
2832
2655
2700
2664
2746
2731
2655
2720
2623
2745
2649
2676
2649
2662
2758
2789
2694
2713
2731
2801
2709
2842
2856
2806
2807
2776
2875
2865
2897
2960
2849
2852
2887
2961
2900
2866
3006
2864
3004
3053
2973
3033
3004
3060
3012
2933
2874
2968
3001
2890
2983
2951
2853
2891
2892
2981
2995
2881
2876
2795
2927
2856
2837
2836
2825
2756
2787
2667
2672
2821
2646
2711
2762
2709
2709
2712
2719
2658
2685
2740
2680
2623
2710
2661
2704
2639
2622
2624
2667
2599
2673
2580
2597
2640
2659
2678
2630
2677
2715
2608
2662
2661
2614
2668
2673
2669
2543
2634
2646
2802
2673
2692
2653
2684
2725
2630
2600
2715
2775
2666
2625
2679
2591
2642
2686
2633
2691
2566
2534
2487
2581
2503
2482
2487
2437
2424
2420
2495
2333
2373
2318
2340
2189
2306
2324
2314
2273
2366
2173
2235
2212
2231
2252
2304
2215
2303
2368
2295
2263
2341
2298
2295
2252
2343
2334
2289
2385
2354
2308
2407
2430
2461
2345
2477
2452
2500
2468
2470
2446
2540
2537
2509
2647
2722
2582
2687
2620
2761
2634
2767
2629
2563
2758
2690
2836
2829
2785
2834
2889
2837
2990
2906
2912
2955
3025
3052
3129
3076
3211
3238
3165
3301
3416
3410
3447
3405
3611
3711
3553
3723
3656
3716
3883
3911
4095
4177
4218
4309
4489
4517
4817
4743
5157
5133
5283
5385
5586
5696
5761
5958
6004
6211
6159
6118
6243
6291
6349
6306
5968
5908
5698
5348
5187
4994
4732
4524
4082
3809
3588
3163
2986
2714
2407
2129
1876
1659
1397
1228
1062
919
835
695
691
561
460
419
382
363
343
309
278
282
300
293
248
242
297
265
290
316
307
246
304
260
327
322
305
321
337
289
322
364
356
344
352
347
389
357
400
390
411
470
474
454
468
460
450
498
544
507
509
576
516
499
515
548
521
499
477
446
483
440
404
385
355
320
308
294
266
223
190
160
161
128
120
102
91
90
53
46
36
29
29
21
18
24
9
7
9
10
8
6
5
1
9
3
1
2
5
9
4
4
3
5
2
3
4
5
2
6
5
6
6
3
1
5
5
3
4
2
3
1
0
6
4
1
3
5
4
2
3
1
6
2
2
1
5
3
5
6
1
4
2
4
3
7
5
3
2
3
6
4
1
4
2
1
4
8
1
4
4
2
3
0
1
2
3
3
2
4
3
2
6
2
6
3
9
5
0
2
2
2
3
2
3
5
3
6
1
4
3
4
2
4
5
1
0
2
3
1
2
2
3
2
1
3
1
4
3
3
2
4
1
2
4
2
1
4
2
3
4
4
1
8
4
4
2
2
2
2
5
1
2
4
1
3
4
0
2
4
3
5
2
3
4
5
5
2
0
1
3
3
2
6
1
4
1
3
0
2
3
2
5
1
1
2
1
1
1
1
1
0
0
1
3
1
2
5
3
2
1
3
1
1
1
2
0
3
0
2
2
0
3
1
3
1
3
3
0
3
1
0
2
1
3
1
3
0
3
1
2
0
3
1
0
1
1
2
1
2
1
2
4
2
3
3
2
3
2
1
0
3
1
0
1
1
2
0
1
3
3
3
0
1
0
1
1
0
1
1
2
0
0
2
1
1
2
2
2
3
0
3
0
0
1
3
2
1
1
3
1
5
1
1
3
2
1
3
1
1
1
1
2
2
1
0
1
1
3
2
2
1
2
1
0
2
1
2
1
3
4
1
1
0
3
3
0
1
1
1
1
1
0
2
3
3
2
1
4
1
0
0
0
2
1
2
2
0
1
0
0
2
0
2
1
1
1
3
1
2
1
0
1
1
3
1
0
0
0
0
1
0
0
0
1
1
1
5
1
0
0
3
1
1
3
1
1
